complaint_id,description,violation_category
C01573,As stated in the complaint nagyoyosi malapit sa gate. (posting destructive language online),Posting Destructive Language Online
C01574,As stated in the complaint nagyoyosi sa canteen. (smoking or drinking alcohol on campus),Smoking or Drinking Alcohol on Campus
C01575,nakita ko na nagdala ng cellphone kahit bawal sa classroom. (willful damage of property),Willful Damage of Property
C01576,As stated in the complaint naka improper uniform sa hallway. (engaging in gambling),Engaging in Gambling
C01577,It was reported that nagyoyosi sa computer lab. (inciting others to break rules),Inciting Others to Break Rules
C01578,According to CCTV footage nakipagsuntukan sa canteen. (participating in indecent conduct),Participating in Indecent Conduct
C01579,According to CCTV footage naglagay ng sticker sa ID sa gym. (wearing heavy make-up),Wearing Heavy Make-up
C01580,caught siya na walang suot na ID malapit sa gate. (smoking or drinking alcohol on campus),Smoking or Drinking Alcohol on Campus
C01581,caught siya na nang-insulto ng teacher sa gym. (inciting others to break rules),Inciting Others to Break Rules
C01582,sinabihan ako na nagpost ng bastos na picture malapit sa gate. (real acts of threat),Real Acts of Threat
C01583,nahuli siya na nagdala ng cellphone kahit bawal sa gym. (use of foul language),Use of Foul Language
C01584,The student was observed nangopya sa canteen. (recruitment in sororities/fraternities),Recruitment in Sororities/Fraternities
C01585,The student was observed nang-insulto ng teacher sa library. (participating in indecent conduct),Participating in Indecent Conduct
C01586,As stated in the complaint nagyoyosi sa hallway. (forgery),Forgery
C01587,nagreport si teacher na naglagay ng sticker sa ID malapit sa gate. (conviction for criminal offense),Conviction for Criminal Offense
C01588,caught siya na naka improper uniform sa library. (falsification of documents),Falsification of Documents
C01589,may nagsumbong na nang-insulto ng teacher sa computer lab. (extortion or blackmail),Extortion or Blackmail
C01590,nakita ko na nagche-cheat sa exam sa canteen. (wearing improper pe uniform),Wearing Improper PE Uniform
C01591,nagreport si teacher na nag-aaway sa library. (smoking or drinking alcohol on campus),Smoking or Drinking Alcohol on Campus
C01592,may nagsumbong na uminom ng alak sa hallway. (consistent violation of rules),Consistent Violation of Rules
C01593,As stated in the complaint nagyoyosi sa gym. (wearing accessories not part of uniform),Wearing Accessories Not Part of Uniform
C01594,As stated in the complaint nagpost ng bastos na picture sa computer lab. (grave threats),Grave Threats
C01595,The student was observed nagyoyosi sa canteen. (shouting or making noise in public areas),Shouting or Making Noise in Public Areas
C01596,It was reported that nagyoyosi sa computer lab. (lending/borrowing another person’s id),Lending/Borrowing Another Person’s ID
C01597,caught siya na nang-insulto ng teacher sa library. (recruitment in sororities/fraternities),Recruitment in Sororities/Fraternities
C01598,sinabihan ako na nagche-cheat sa exam sa classroom. (using foul gestures),Using Foul Gestures
C01599,It was reported that naglagay ng sticker sa ID malapit sa gate. (direct assault on authority),Direct Assault on Authority
C01600,nahuli siya na nagdala ng cellphone kahit bawal sa hallway. (failure to comply with investigation),Failure to Comply with Investigation
C01601,The student was observed uminom ng alak sa gym. (wearing inappropriate/incomplete uniform),Wearing Inappropriate/Incomplete Uniform
C01602,As stated in the complaint uminom ng alak sa hallway. (consistent violation of rules),Consistent Violation of Rules
C01603,It was reported that nakipagsuntukan sa classroom. (conviction for criminal offense),Conviction for Criminal Offense
C01604,caught siya na naka improper uniform sa library. (engaging in premarital sex),Engaging in Premarital Sex
C01605,Based on teacher's report nangopya sa classroom. (possession or use of weapons or drugs),Possession or Use of Weapons or Drugs
C01606,nakita ko na naglagay ng sticker sa ID sa computer lab. (bullying students verbally),Bullying Students Verbally
C01607,sinabihan ako na nag-aaway sa canteen. (wearing heavy make-up),Wearing Heavy Make-up
C01608,nagreport si teacher na uminom ng alak malapit sa gate. (posting indecent pictures online),Posting Indecent Pictures Online
C01609,According to CCTV footage naglagay ng sticker sa ID malapit sa gate. (bullying faculty members),Bullying Faculty Members
C01610,Based on teacher's report sumisigaw sa classroom. (posting indecent pictures online),Posting Indecent Pictures Online
C01611,The student was observed nangopya sa hallway. (consistent violation of rules),Consistent Violation of Rules
C01612,The student was observed nangopya sa gym. (possession or use of weapons or drugs),Possession or Use of Weapons or Drugs
C01613,According to CCTV footage uminom ng alak sa computer lab. (lack of respect to faculty),Lack of Respect to Faculty
C01614,nahuli siya na nagyoyosi malapit sa gate. (jumping over the fence),Jumping Over the Fence
C01615,According to CCTV footage nag-aaway sa computer lab. (bringing dishonor to school),Bringing Dishonor to School
C01616,sinabihan ako na nangopya sa gym. (bringing dishonor to school),Bringing Dishonor to School
C01617,nakita ko na naglagay ng sticker sa ID sa classroom. (unauthorized use of information),Unauthorized Use of Information
C01618,Based on teacher's report nagche-cheat sa exam sa classroom. (unexcused tardiness/absence from class),Unexcused Tardiness/Absence From Class
C01619,As stated in the complaint nagdala ng cellphone kahit bawal sa canteen. (bullying faculty members),Bullying Faculty Members
C01620,According to CCTV footage nagdala ng cellphone kahit bawal sa hallway. (real acts of threat),Real Acts of Threat
C01621,According to CCTV footage nagche-cheat sa exam sa classroom. (shouting or making noise in public areas),Shouting or Making Noise in Public Areas
C01622,caught siya na sumisigaw sa computer lab. (not attending school activities),Not Attending School Activities
C01623,nahuli siya na sumisigaw sa hallway. (failure to comply with investigation),Failure to Comply with Investigation
C01624,It was reported that uminom ng alak sa gym. (colored nail polish),Colored Nail Polish
C01625,sinabihan ako na nagpost ng bastos na picture sa library. (insubordination to authorities),Insubordination to Authorities
C01626,The student was caught uminom ng alak sa gym. (bullying faculty members),Bullying Faculty Members
C01627,Based on teacher's report walang suot na ID sa classroom. (organizing destructive groups),Organizing Destructive Groups
C01628,The student was caught nagche-cheat sa exam sa library. (disobedience or disrespect to authority),Disobedience or Disrespect to Authority
C01629,may nagsumbong na nangopya sa classroom. (willful damage of property),Willful Damage of Property
C01630,nahuli siya na nagyoyosi sa hallway. (recruitment in sororities/fraternities),Recruitment in Sororities/Fraternities
C01631,nagreport si teacher na naka improper uniform sa library. (leaving classroom without permission),Leaving Classroom Without Permission
C01632,Based on teacher's report nang-insulto ng teacher sa canteen. (inciting others to break rules),Inciting Others to Break Rules
C01633,The student was observed nang-insulto ng teacher sa computer lab. (wearing inappropriate/incomplete uniform),Wearing Inappropriate/Incomplete Uniform
C01634,nagreport si teacher na nagpost ng bastos na picture sa hallway. (displaying pornographic materials),Displaying Pornographic Materials
C01635,The student was observed walang suot na ID sa canteen. (real acts of threat),Real Acts of Threat
C01636,nahuli siya na nang-insulto ng teacher malapit sa gate. (unauthorized use of information),Unauthorized Use of Information
C01637,nagreport si teacher na nang-insulto ng teacher sa gym. (vandalism),Vandalism
C01638,nakita ko na nangopya sa computer lab. (recruitment in sororities/fraternities),Recruitment in Sororities/Fraternities
C01639,The student was caught naka improper uniform sa hallway. (placing stickers on school id),Placing Stickers on School ID
C01640,nahuli siya na naglagay ng sticker sa ID sa canteen. (cybersecurity breach (plagiarism)),Cybersecurity Breach (Plagiarism)
C01641,Based on teacher's report nagyoyosi sa library. (purchase or sale of alcohol/cigarettes),Purchase or Sale of Alcohol/Cigarettes
C01642,According to CCTV footage nangopya sa classroom. (failure to comply with investigation),Failure to Comply with Investigation
C01643,The student was observed uminom ng alak sa library. (assault fellow students),Assault Fellow Students
C01644,nagreport si teacher na sumisigaw sa canteen. (verbal or physical altercation),Verbal or Physical Altercation
C01645,It was reported that nang-insulto ng teacher sa library. (lack of respect to faculty),Lack of Respect to Faculty
C01646,Based on teacher's report sumisigaw sa gym. (wearing improper pe uniform),Wearing Improper PE Uniform
C01647,nakita ko na nagdala ng cellphone kahit bawal sa hallway. (disobedience or disrespect to authority),Disobedience or Disrespect to Authority
C01648,nakita ko na naka improper uniform sa canteen. (engaging in premarital sex),Engaging in Premarital Sex
C01649,It was reported that nakipagsuntukan sa canteen. (unauthorized use of information),Unauthorized Use of Information
C01650,According to CCTV footage walang suot na ID sa hallway. (engaging in gambling),Engaging in Gambling
C01651,nakita ko na nang-insulto ng teacher malapit sa gate. (wearing accessories not part of uniform),Wearing Accessories Not Part of Uniform
C01652,may nagsumbong na nakipagsuntukan sa classroom. (lack of respect to faculty),Lack of Respect to Faculty
C01653,nagreport si teacher na nagyoyosi sa classroom. (unauthorized use of information),Unauthorized Use of Information
C01654,The student was caught nakipagsuntukan sa computer lab. (consistent violation of rules),Consistent Violation of Rules
C01655,sinabihan ako na nangopya sa hallway. (engaging in gambling),Engaging in Gambling
C01656,sinabihan ako na uminom ng alak sa classroom. (wearing heavy make-up),Wearing Heavy Make-up
C01657,It was reported that nagyoyosi malapit sa gate. (stealing school or student property),Stealing School or Student Property
C01658,nagreport si teacher na nag-aaway sa library. (gambling or betting),Gambling or Betting
C01659,According to CCTV footage naglagay ng sticker sa ID sa hallway. (unexcused tardiness/absence from class),Unexcused Tardiness/Absence From Class
C01660,According to CCTV footage naglagay ng sticker sa ID sa classroom. (littering the campus),Littering the Campus
