frequency,repeated_major_count,repeated_minor_count,ongoing_incident_count,total_incidents,is_major,no_violation_count,avg_severity,behavior_ratio,will_reoffend_same_violation,next_repeated_violation
13,3,6,1,24,1,8,0.5,1.444,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
15,4,3,1,4,0,2,2.75,5.0,0,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
2,4,7,2,10,0,10,1.5,0.182,0,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
20,5,1,2,23,0,6,0.478,2.857,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
6,2,3,2,21,1,10,0.333,0.545,0,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
19,3,5,1,10,1,1,1.1,9.5,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
20,0,1,1,19,1,11,0.053,1.667,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
8,4,3,2,4,0,6,2.75,1.143,0,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
20,3,6,0,23,0,1,0.522,10.0,0,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
9,0,2,1,27,0,4,0.074,1.8,0,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
17,0,8,0,17,0,9,0.471,1.7,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
18,5,5,0,19,1,12,0.789,1.385,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
6,1,4,1,20,0,11,0.3,0.5,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
11,0,2,2,8,0,13,0.25,0.786,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
20,0,7,1,15,0,14,0.467,1.333,0,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
10,4,1,0,19,0,7,0.474,1.25,0,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
2,0,8,1,25,0,14,0.32,0.133,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
19,4,7,2,26,0,11,0.577,1.583,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
15,3,7,1,9,1,9,1.444,1.5,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
12,5,0,1,14,0,11,0.714,1.0,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
6,3,1,2,26,0,1,0.269,3.0,0,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
4,4,1,0,9,0,13,1.0,0.286,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
10,0,6,1,4,1,1,1.5,5.0,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
15,5,3,1,27,0,11,0.481,1.25,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
9,1,2,0,8,1,15,0.5,0.562,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
17,4,5,1,15,1,6,0.867,2.429,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
3,2,0,2,13,0,12,0.308,0.231,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
14,2,7,0,15,1,2,0.733,4.667,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
1,0,5,2,14,1,8,0.357,0.111,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
11,0,2,0,27,1,14,0.074,0.733,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
3,4,3,1,10,1,14,1.1,0.2,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
11,0,6,2,4,1,4,1.5,2.2,0,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
2,5,8,0,11,0,1,1.636,1.0,0,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
6,1,8,0,10,0,9,1.0,0.6,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
6,5,6,2,16,1,13,1.0,0.429,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
8,3,4,2,16,1,3,0.625,2.0,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
19,0,0,0,13,0,5,0.0,3.167,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
15,4,8,1,8,1,4,2.0,3.0,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
1,3,8,1,26,0,14,0.538,0.067,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
7,2,4,0,24,0,9,0.333,0.7,0,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
10,5,1,1,7,0,1,1.571,5.0,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
13,2,8,0,30,1,14,0.4,0.867,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
3,5,0,1,17,1,11,0.588,0.25,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
4,1,4,1,24,0,4,0.25,0.8,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
19,1,3,2,10,0,10,0.5,1.727,0,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
17,4,6,2,18,1,2,0.778,5.667,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
11,2,6,0,24,1,7,0.417,1.375,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
11,0,4,1,7,0,4,0.571,2.2,0,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
14,0,8,0,21,1,9,0.381,1.4,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
9,4,5,1,14,1,11,0.929,0.75,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
11,5,3,2,11,0,6,1.182,1.571,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
10,4,7,1,22,0,1,0.682,5.0,0,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
8,5,6,0,29,1,12,0.552,0.615,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
8,3,6,2,10,1,14,1.2,0.533,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
20,1,7,0,27,0,7,0.333,2.5,0,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
3,5,4,0,14,0,14,1.0,0.2,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
19,3,7,0,21,1,7,0.619,2.375,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
5,1,5,0,29,0,15,0.241,0.312,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
5,1,7,1,4,0,5,2.25,0.833,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
20,1,2,2,27,1,12,0.148,1.538,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
13,5,1,1,13,0,1,0.846,6.5,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
1,4,5,2,18,1,4,0.722,0.2,0,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
17,0,1,1,16,1,15,0.062,1.062,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
11,0,0,0,18,1,5,0.0,1.833,0,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
13,0,8,0,4,0,0,2.0,13.0,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
5,0,7,1,17,1,15,0.412,0.312,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
11,3,5,0,5,1,8,2.2,1.222,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
7,1,6,2,17,1,15,0.471,0.438,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
6,5,0,2,30,0,2,0.333,2.0,0,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
13,3,4,2,25,0,5,0.4,2.167,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
3,0,1,2,12,0,10,0.083,0.273,0,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
13,0,2,2,26,0,5,0.077,2.167,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
9,5,6,0,16,0,8,1.0,1.0,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
18,3,8,1,15,1,6,0.933,2.571,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
4,2,5,1,12,1,3,0.75,1.0,0,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
11,4,7,1,21,0,1,0.714,5.5,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
2,4,8,1,9,0,0,1.778,2.0,0,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
14,0,6,0,6,0,0,1.0,14.0,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
6,5,6,1,22,1,10,0.727,0.545,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
15,4,3,1,26,0,6,0.423,2.143,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
9,3,4,1,19,1,15,0.526,0.562,0,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
7,4,8,1,9,1,1,1.778,3.5,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
19,1,1,1,30,1,6,0.1,2.714,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
14,1,3,0,11,1,15,0.455,0.875,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
10,4,8,1,7,1,3,2.286,2.5,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
7,2,4,2,25,1,11,0.32,0.583,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
4,2,2,0,8,1,8,0.75,0.444,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
12,0,3,2,16,1,15,0.188,0.75,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
12,5,6,2,4,0,8,4.0,1.333,0,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
12,0,1,1,28,0,14,0.036,0.8,0,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
2,1,6,1,8,1,10,1.0,0.182,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
1,1,2,2,5,1,10,0.8,0.091,0,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
15,0,8,1,22,1,14,0.364,1.0,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
16,3,4,2,18,0,8,0.556,1.778,0,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
8,0,0,0,26,1,9,0.0,0.8,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
19,3,8,2,19,0,3,0.737,4.75,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
13,2,5,1,19,1,7,0.474,1.625,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
12,2,7,1,27,1,6,0.407,1.714,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
10,2,8,0,21,1,15,0.571,0.625,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
10,1,4,0,15,1,5,0.4,1.667,0,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
19,0,8,2,25,1,13,0.32,1.357,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
1,4,3,1,22,0,15,0.5,0.062,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
12,2,6,2,24,1,4,0.417,2.4,0,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
2,2,2,0,29,1,15,0.207,0.125,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
10,4,0,0,10,0,4,0.8,2.0,0,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
6,4,2,2,25,1,7,0.4,0.75,0,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
19,2,8,0,23,1,13,0.522,1.357,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
1,5,1,0,27,1,10,0.407,0.091,0,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
2,4,2,0,3,0,4,3.333,0.4,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
8,4,2,1,3,0,11,3.333,0.667,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
9,1,1,2,5,0,5,0.6,1.5,0,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
16,2,0,2,20,1,4,0.2,3.2,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
7,1,3,2,18,0,12,0.278,0.538,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
4,4,2,0,5,0,10,2.0,0.364,0,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
13,5,0,0,22,0,4,0.455,2.6,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
8,1,1,1,15,1,14,0.2,0.533,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
2,5,1,2,13,1,4,0.846,0.4,0,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
13,0,4,2,29,0,3,0.138,3.25,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
6,4,1,2,12,1,8,0.75,0.667,0,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
13,0,7,1,3,1,15,2.333,0.812,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
11,5,5,1,21,0,8,0.714,1.222,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
17,5,5,0,13,0,11,1.154,1.417,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
17,3,0,1,13,1,8,0.462,1.889,0,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
18,0,4,1,21,1,1,0.19,9.0,0,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
5,4,3,0,5,0,11,2.2,0.417,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
18,1,0,2,19,0,6,0.105,2.571,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
6,1,7,0,22,0,8,0.409,0.667,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
5,0,6,1,27,0,12,0.222,0.385,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
11,4,5,2,26,1,4,0.5,2.2,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
17,1,5,1,20,0,8,0.35,1.889,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
1,0,6,2,18,1,14,0.333,0.067,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
3,5,3,0,7,0,10,1.857,0.273,0,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
19,4,8,0,9,1,0,1.778,19.0,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
6,4,8,1,23,0,4,0.696,1.2,0,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
12,5,8,1,5,1,3,3.6,3.0,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
3,2,0,2,4,0,12,1.0,0.231,0,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
9,1,3,2,9,1,3,0.556,2.25,0,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
20,4,0,0,9,0,8,0.889,2.222,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
8,2,8,2,24,1,4,0.5,1.6,0,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
18,2,3,2,25,1,10,0.28,1.636,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
11,4,2,0,23,0,1,0.435,5.5,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
1,0,1,1,29,0,11,0.034,0.083,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
8,2,2,2,21,1,1,0.286,4.0,0,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
12,0,5,0,4,0,12,1.25,0.923,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
20,1,2,1,30,0,7,0.133,2.5,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
18,2,1,0,4,0,9,1.25,1.8,0,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
10,1,1,2,25,0,1,0.12,5.0,0,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
6,4,8,1,11,1,8,1.455,0.667,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
14,4,8,2,6,0,1,2.667,7.0,0,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
10,3,2,2,17,1,11,0.471,0.833,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
2,2,5,2,22,0,12,0.409,0.154,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
4,4,2,1,6,0,1,1.667,2.0,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
4,3,4,2,9,1,4,1.111,0.8,0,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
6,3,7,0,11,1,15,1.182,0.375,0,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
20,2,0,0,15,1,10,0.267,1.818,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
16,5,4,0,9,1,15,1.556,1.0,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
16,5,8,2,19,1,7,0.947,2.0,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
6,2,1,0,24,1,1,0.208,3.0,0,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
16,5,2,2,13,1,15,0.923,1.0,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
3,2,8,2,11,1,1,1.091,1.5,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
20,3,6,1,10,0,3,1.2,5.0,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
20,1,8,0,17,1,7,0.588,2.5,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
16,4,7,2,17,1,13,0.882,1.143,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
18,4,2,0,21,1,3,0.476,4.5,0,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
10,0,2,1,20,0,2,0.1,3.333,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
4,3,7,2,10,0,11,1.3,0.333,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
15,2,4,1,18,0,5,0.444,2.5,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
5,0,1,1,5,1,11,0.2,0.417,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
6,2,0,1,28,0,10,0.143,0.545,0,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
6,0,4,0,8,0,8,0.5,0.667,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
1,1,2,2,15,1,5,0.267,0.167,0,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
3,2,3,1,5,0,8,1.4,0.333,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
17,0,2,2,17,1,11,0.118,1.417,0,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
7,1,6,1,7,1,11,1.143,0.583,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
17,0,3,0,25,0,12,0.12,1.308,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
1,5,1,0,30,0,0,0.367,1.0,0,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
4,1,4,2,25,1,12,0.24,0.308,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
13,0,2,0,16,1,10,0.125,1.182,0,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
10,1,1,0,12,1,8,0.25,1.111,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
12,4,2,2,17,0,6,0.588,1.714,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
11,4,1,0,14,1,13,0.643,0.786,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
10,1,8,1,5,1,10,2.0,0.909,0,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
14,4,3,0,20,1,13,0.55,1.0,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
10,1,3,2,17,0,2,0.294,3.333,0,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
3,4,4,2,16,1,5,0.75,0.5,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
2,2,3,0,23,0,1,0.304,1.0,0,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
4,3,0,1,28,0,1,0.214,2.0,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
20,2,4,1,9,1,12,0.889,1.538,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
8,0,1,1,8,1,14,0.125,0.533,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
20,5,6,2,21,0,5,0.762,3.333,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
6,2,3,1,26,1,2,0.269,2.0,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
16,0,7,1,15,0,2,0.467,5.333,0,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
4,1,3,2,18,0,9,0.278,0.4,0,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
9,1,6,0,24,1,13,0.333,0.643,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
13,1,7,0,11,0,9,0.818,1.3,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
7,2,2,2,18,1,7,0.333,0.875,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
1,1,3,1,23,1,4,0.217,0.2,0,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
18,3,0,0,23,0,10,0.261,1.636,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
15,0,2,2,21,1,11,0.095,1.25,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
18,5,1,1,22,1,1,0.5,9.0,0,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
9,4,5,2,9,1,5,1.444,1.5,0,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
1,4,6,0,11,1,0,1.273,1.0,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
20,1,0,2,27,0,4,0.074,4.0,0,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
11,0,6,1,17,1,15,0.353,0.688,0,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
17,4,0,2,12,0,7,0.667,2.125,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
15,1,5,2,3,0,4,2.333,3.0,0,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
2,4,3,1,26,1,4,0.423,0.4,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
14,1,2,1,14,1,15,0.286,0.875,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
19,3,3,1,18,1,9,0.5,1.9,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
8,4,1,1,30,0,12,0.3,0.615,0,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
9,5,2,1,13,0,15,0.923,0.562,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
18,2,7,2,9,0,11,1.222,1.5,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
1,5,7,1,13,1,6,1.308,0.143,0,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
7,0,2,2,21,1,4,0.095,1.4,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
6,3,2,0,19,0,4,0.421,1.2,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
2,1,0,1,16,1,13,0.125,0.143,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
4,3,1,0,16,0,1,0.438,2.0,0,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
6,5,8,0,28,1,5,0.643,1.0,0,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
13,2,5,0,18,1,8,0.5,1.444,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
7,4,0,0,3,0,8,2.667,0.778,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
15,2,8,0,22,1,11,0.545,1.25,1,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
17,4,7,1,6,1,0,2.5,17.0,0,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
14,4,2,1,7,0,2,1.429,4.667,0,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
8,5,3,2,30,0,12,0.433,0.615,0,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
