student_id,frequency,repeated_major_count,repeated_minor_count,ongoing_incident_count,total_incidents,avg_severity,is_major,no_violation_count,behavior_ratio,most_repeated_violation,will_reoffend_same_violation
S07612,7,6,1,2,12,0.98,1,6,0.114,Cheating in examinations,0
S07613,9,6,3,2,15,0.88,1,11,0.26,Smoking/Vaping,1
S07614,8,5,3,3,16,0.76,1,32,0.236,Cheating in examinations,0
S07615,3,1,2,0,7,0.25,0,36,0.549,Public display of affection,1
S07616,4,0,4,0,7,0.43,0,58,0.648,Unexcused tardiness/absence from class,1
S07617,2,0,2,2,6,0.43,0,58,0.479,Unexcused tardiness/absence from class,0
S07618,0,0,0,0,1,0.41,0,134,0.405,Wearing inappropriate/incomplete uniform,1
S07619,7,4,3,0,8,0.84,1,35,0.033,Smoking/Vaping,1
S07620,6,4,2,1,12,0.79,1,24,0.059,Engaging in immoral conduct,0
S07621,9,6,3,3,15,0.65,1,2,0.159,Vandalism,1
S07622,6,4,2,2,11,0.63,1,24,0.218,Forgery,0
S07623,5,2,3,0,10,0.68,1,11,0.18,Bullying,1
S07624,2,2,0,2,7,0.88,1,31,0.052,Cheating in examinations,1
S07625,5,1,4,1,11,0.46,0,96,0.657,Public display of affection,0
S07626,3,2,1,0,5,0.78,1,35,0.063,Forgery,1
S07627,6,5,1,2,12,0.73,1,6,0.014,Engaging in gambling,1
S07628,4,2,2,1,7,0.2,0,149,0.773,Unexcused tardiness/absence from class,1
S07629,3,2,1,3,10,0.7,1,39,0.032,Forgery,0
S07630,2,2,0,2,5,0.23,0,49,0.708,Wearing inappropriate/incomplete uniform,0
S07631,8,5,3,1,13,0.93,1,11,0.195,Bullying,0
S07632,3,1,2,0,8,0.13,0,181,0.673,Wearing inappropriate/incomplete uniform,0
S07633,4,2,2,2,8,0.76,1,9,0.204,Bullying,0
S07634,5,2,3,2,12,0.65,1,33,0.249,Bullying,1
S07635,2,2,0,1,6,0.39,0,188,0.636,Public display of affection,0
S07636,5,4,1,1,11,0.93,1,14,0.234,Bullying,0
S07637,5,5,0,1,8,0.84,1,1,0.18,Engaging in gambling,1
S07638,4,2,2,1,10,0.84,1,40,0.1,Stealing property,0
S07639,2,0,2,0,7,0.21,0,21,0.42,Use of foul language,0
S07640,5,2,3,3,13,0.8,1,31,0.349,Extortion,0
S07641,6,4,2,1,11,0.87,1,27,0.154,Engaging in gambling,1
S07642,3,2,1,2,8,0.65,1,23,0.131,Cheating in examinations,1
S07643,2,2,0,3,7,0.91,1,34,0.267,Engaging in immoral conduct,1
S07644,3,3,0,0,4,0.73,1,33,0.014,Extortion,0
S07645,3,1,2,2,8,0.7,1,18,0.102,Membership in fraternities,1
S07646,1,1,0,2,6,0.95,1,27,0.178,Stealing property,1
S07647,2,0,2,2,8,0.37,0,131,0.55,Wearing inappropriate/incomplete uniform,0
S07648,4,1,3,2,7,0.24,0,82,0.421,Littering the campus,0
S07649,7,6,1,3,11,0.98,1,6,0.311,Membership in fraternities,1
S07650,5,4,1,3,12,0.96,1,29,0.04,Stealing property,0
S07651,8,6,2,2,13,0.72,1,33,0.176,Engaging in immoral conduct,1
S07652,7,6,1,0,11,0.91,1,40,0.288,Membership in fraternities,0
S07653,6,4,2,0,7,0.91,1,25,0.265,Stealing property,0
S07654,3,0,3,0,7,0.27,0,161,0.778,Use of foul language,0
S07655,4,3,1,3,12,0.68,1,32,0.091,Forgery,1
S07656,3,2,1,0,8,0.27,0,44,0.635,Littering the campus,0
S07657,5,1,4,1,11,0.13,0,76,0.616,Public display of affection,1
S07658,3,2,1,0,6,0.62,1,17,0.314,Stealing property,0
S07659,6,4,2,1,9,0.68,1,39,0.134,Smoking/Vaping,1
S07660,4,1,3,1,8,0.42,0,187,0.757,Unexcused tardiness/absence from class,0
S07661,2,1,1,2,7,0.29,0,91,0.606,Littering the campus,0
S07662,8,6,2,1,10,0.69,1,12,0.341,Vandalism,1
S07663,8,5,3,3,16,0.64,1,30,0.096,Membership in fraternities,1
S07664,1,1,0,2,5,0.17,0,34,0.52,Wearing inappropriate/incomplete uniform,0
S07665,6,4,2,2,13,0.89,1,10,0.087,Membership in fraternities,1
S07666,8,6,2,1,10,0.67,1,2,0.318,Bullying,1
S07667,4,1,3,3,11,0.67,1,0,0.02,Engaging in immoral conduct,0
S07668,3,0,3,0,5,0.28,0,63,0.794,Public display of affection,0
S07669,7,5,2,3,15,0.74,1,28,0.198,Forgery,1
S07670,3,3,0,2,10,0.66,1,40,0.333,Engaging in immoral conduct,1
S07671,8,5,3,3,16,0.7,1,33,0.102,Smoking/Vaping,1
S07672,6,4,2,2,13,0.81,1,12,0.018,Gross disrespect to authority,1
S07673,4,1,3,1,6,0.85,1,11,0.341,Smoking/Vaping,1
S07674,2,1,1,0,3,0.19,0,77,0.532,Wearing inappropriate/incomplete uniform,0
S07675,3,2,1,2,10,0.46,0,121,0.596,Public display of affection,0
S07676,4,0,4,1,7,0.39,0,146,0.458,Wearing inappropriate/incomplete uniform,0
S07677,4,1,3,0,7,0.28,0,62,0.489,Public display of affection,1
S07678,4,1,3,1,8,0.73,1,15,0.085,Engaging in gambling,0
S07679,6,5,1,1,8,0.89,1,11,0.33,Forgery,1
S07680,4,3,1,3,12,0.94,1,17,0.335,Engaging in immoral conduct,1
S07681,7,6,1,2,12,0.7,1,20,0.339,Engaging in immoral conduct,1
S07682,4,0,4,0,9,0.43,0,139,0.447,Public display of affection,0
S07683,6,3,3,3,14,0.62,1,10,0.141,Bullying,1
S07684,4,2,2,0,6,0.18,0,85,0.674,Littering the campus,0
S07685,5,1,4,1,9,0.28,0,60,0.672,Use of foul language,0
S07686,4,2,2,1,8,0.78,1,1,0.122,Cheating in examinations,1
S07687,6,2,4,2,9,0.4,0,158,0.55,Public display of affection,0
S07688,0,0,0,1,5,0.25,0,169,0.726,Littering the campus,0
S07689,4,3,1,0,6,0.84,1,15,0.046,Stealing property,1
S07690,6,4,2,1,9,0.68,1,13,0.305,Extortion,1
S07691,6,2,4,0,11,0.34,0,75,0.486,Littering the campus,1
S07692,4,0,4,1,7,0.5,0,122,0.503,Wearing inappropriate/incomplete uniform,0
S07693,8,6,2,3,16,0.98,1,0,0.137,Forgery,1
S07694,5,3,2,2,10,0.8,1,30,0.238,Engaging in gambling,1
S07695,5,5,0,3,13,0.87,1,33,0.311,Gross disrespect to authority,1
S07696,6,3,3,1,8,0.76,1,0,0.051,Smoking/Vaping,1
S07697,5,3,2,3,11,0.68,1,9,0.261,Stealing property,0
S07698,1,0,1,2,4,0.35,0,50,0.59,Wearing inappropriate/incomplete uniform,0
S07699,5,2,3,2,9,0.94,1,32,0.074,Engaging in immoral conduct,1
S07700,4,3,1,1,6,0.7,1,23,0.082,Engaging in gambling,1
S07701,2,1,1,2,5,0.64,1,5,0.209,Engaging in gambling,1
S07702,6,3,3,0,11,0.85,1,37,0.078,Forgery,0
S07703,2,1,1,2,7,0.79,1,17,0.269,Membership in fraternities,1
S07704,7,4,3,0,10,0.88,1,10,0.318,Forgery,1
S07705,3,2,1,2,6,0.35,0,50,0.575,Wearing inappropriate/incomplete uniform,0
S07706,6,6,0,1,10,0.93,1,25,0.274,Membership in fraternities,0
S07707,4,3,1,2,8,0.79,1,12,0.239,Extortion,0
S07708,8,6,2,3,14,0.77,1,7,0.076,Stealing property,1
S07709,3,1,2,0,5,0.95,1,13,0.193,Engaging in immoral conduct,1
S07710,7,4,3,0,8,0.71,1,12,0.346,Membership in fraternities,1
S07711,2,2,0,1,5,0.39,0,163,0.669,Use of foul language,0
S07712,4,2,2,1,8,0.76,1,21,0.344,Gross disrespect to authority,1
S07713,8,6,2,2,11,0.98,1,29,0.106,Gross disrespect to authority,1
S07714,4,4,0,2,7,0.71,1,37,0.063,Bullying,0
S07715,5,4,1,3,12,0.88,1,30,0.172,Membership in fraternities,1
S07716,6,3,3,2,13,0.63,1,20,0.184,Vandalism,1
S07717,3,0,3,0,4,0.35,0,169,0.611,Use of foul language,0
S07718,4,3,1,3,9,0.65,1,16,0.112,Gross disrespect to authority,1
S07719,6,3,3,0,7,0.89,1,15,0.166,Forgery,0
S07720,4,4,0,3,12,0.64,1,19,0.103,Engaging in gambling,1
S07721,6,6,0,2,12,0.95,1,23,0.033,Extortion,1
S07722,6,5,1,1,8,0.73,1,2,0.061,Bullying,1
S07723,2,1,1,0,4,0.63,1,17,0.294,Gross disrespect to authority,1
S07724,3,2,1,0,4,0.15,0,113,0.586,Use of foul language,0
S07725,8,5,3,1,10,0.95,1,3,0.153,Engaging in immoral conduct,0
S07726,1,0,1,2,8,0.34,0,131,0.706,Littering the campus,1
S07727,5,1,4,1,9,0.31,0,70,0.49,Use of foul language,0
S07728,5,2,3,3,10,0.61,1,20,0.026,Extortion,0
S07729,6,2,4,1,8,0.22,0,46,0.421,Use of foul language,0
S07730,0,0,0,0,5,0.31,0,177,0.439,Public display of affection,0
S07731,4,1,3,1,9,0.8,1,18,0.01,Engaging in gambling,0
S07732,4,1,3,1,6,0.41,0,56,0.405,Wearing inappropriate/incomplete uniform,0
S07733,5,5,0,3,11,0.81,1,29,0.127,Engaging in immoral conduct,1
S07734,6,5,1,1,12,0.85,1,40,0.015,Membership in fraternities,1
S07735,4,2,2,1,9,0.87,1,24,0.206,Extortion,1
S07736,4,1,3,2,11,0.48,0,176,0.728,Use of foul language,0
S07737,6,2,4,0,11,0.13,0,160,0.711,Wearing inappropriate/incomplete uniform,0
S07738,2,2,0,1,4,0.21,0,31,0.686,Littering the campus,0
S07739,3,2,1,2,9,0.39,0,67,0.487,Use of foul language,0
S07740,3,0,3,2,9,0.17,0,37,0.708,Wearing inappropriate/incomplete uniform,0
S07741,6,2,4,1,8,0.2,0,193,0.571,Use of foul language,0
S07742,2,2,0,0,7,0.61,1,17,0.242,Vandalism,0
S07743,6,4,2,3,13,0.67,1,3,0.006,Engaging in immoral conduct,1
S07744,1,1,0,0,5,0.76,1,10,0.111,Forgery,1
S07745,1,1,0,2,6,0.28,0,112,0.618,Public display of affection,0
S07746,9,6,3,0,11,0.98,1,14,0.017,Forgery,1
S07747,2,1,1,2,5,0.62,1,31,0.125,Gross disrespect to authority,1
S07748,8,6,2,1,14,0.89,1,35,0.022,Extortion,1
S07749,6,5,1,1,11,0.84,1,4,0.181,Cheating in examinations,0
S07750,2,2,0,0,7,0.38,0,29,0.617,Wearing inappropriate/incomplete uniform,1
S07751,7,4,3,0,11,0.78,1,30,0.151,Extortion,1
S07752,2,1,1,2,7,0.92,1,22,0.281,Engaging in immoral conduct,0
S07753,7,6,1,0,12,0.92,1,14,0.349,Forgery,1
S07754,6,6,0,2,12,0.7,1,34,0.337,Bullying,1
S07755,4,2,2,0,9,0.45,0,182,0.751,Wearing inappropriate/incomplete uniform,0
S07756,6,2,4,0,10,0.22,0,146,0.448,Littering the campus,0
S07757,4,2,2,3,10,0.96,1,20,0.159,Bullying,0
S07758,6,2,4,1,11,0.49,0,66,0.578,Wearing inappropriate/incomplete uniform,1
S07759,7,5,2,2,12,0.98,1,11,0.215,Engaging in immoral conduct,0
S07760,2,2,0,2,5,0.21,0,186,0.468,Wearing inappropriate/incomplete uniform,0
S07761,2,0,2,2,6,0.12,0,156,0.693,Wearing inappropriate/incomplete uniform,1
S07762,2,1,1,3,7,0.75,1,14,0.06,Bullying,0
S07763,3,3,0,0,8,0.66,1,26,0.301,Stealing property,1
S07764,4,2,2,2,10,0.68,1,31,0.222,Stealing property,1
S07765,2,2,0,0,4,0.42,0,64,0.401,Public display of affection,1
S07766,8,6,2,2,15,0.94,1,19,0.069,Bullying,0
S07767,6,3,3,1,11,0.63,1,2,0.194,Membership in fraternities,1
S07768,6,4,2,0,7,0.95,1,2,0.129,Forgery,1
S07769,4,2,2,2,10,0.8,1,29,0.13,Membership in fraternities,1
S07770,1,1,0,0,3,0.75,1,23,0.157,Smoking/Vaping,0
S07771,7,4,3,2,13,0.62,1,33,0.053,Cheating in examinations,1
S07772,6,2,4,1,11,0.42,0,29,0.622,Littering the campus,0
S07773,3,1,2,3,11,0.62,1,16,0.118,Extortion,0
S07774,4,3,1,3,9,0.73,1,7,0.287,Membership in fraternities,1
S07775,6,3,3,2,10,0.78,1,35,0.062,Stealing property,1
S07776,2,2,0,2,8,0.73,1,14,0.296,Vandalism,1
S07777,4,4,0,2,9,0.61,1,30,0.19,Membership in fraternities,1
S07778,3,0,3,0,7,0.3,0,20,0.69,Littering the campus,1
S07779,9,6,3,2,15,0.93,1,1,0.055,Engaging in gambling,1
S07780,1,1,0,0,5,0.68,1,4,0.114,Smoking/Vaping,1
S07781,5,2,3,2,11,0.86,1,33,0.306,Membership in fraternities,1
S07782,4,1,3,0,9,0.87,1,17,0.112,Engaging in gambling,1
S07783,5,2,3,0,8,0.9,1,27,0.124,Membership in fraternities,1
S07784,5,5,0,0,9,0.68,1,14,0.199,Bullying,1
S07785,5,4,1,2,11,0.95,1,2,0.039,Stealing property,1
S07786,6,4,2,2,13,0.76,1,0,0.298,Gross disrespect to authority,1
S07787,6,4,2,1,8,0.93,1,25,0.153,Engaging in gambling,0
S07788,3,2,1,0,4,0.2,0,117,0.63,Use of foul language,0
S07789,3,1,2,0,6,0.13,0,107,0.483,Wearing inappropriate/incomplete uniform,0
S07790,4,2,2,0,5,0.29,0,32,0.436,Public display of affection,0
S07791,3,1,2,1,9,0.67,1,38,0.219,Bullying,1
S07792,3,3,0,2,8,0.81,1,21,0.214,Engaging in immoral conduct,1
S07793,4,2,2,1,9,0.21,0,20,0.431,Wearing inappropriate/incomplete uniform,0
S07794,4,3,1,1,6,1.0,1,19,0.253,Engaging in immoral conduct,1
S07795,4,2,2,2,9,0.96,1,26,0.189,Engaging in immoral conduct,1
S07796,2,0,2,0,4,0.2,0,83,0.501,Unexcused tardiness/absence from class,0
S07797,7,4,3,2,14,0.67,1,36,0.03,Extortion,1
S07798,5,3,2,0,9,0.68,1,21,0.148,Smoking/Vaping,1
S07799,7,6,1,2,12,0.85,1,23,0.127,Bullying,1
S07800,2,2,0,0,3,0.85,1,35,0.031,Stealing property,1
S07801,3,0,3,1,6,0.38,0,51,0.765,Use of foul language,0
S07802,6,3,3,1,10,0.9,1,16,0.202,Cheating in examinations,0
S07803,8,5,3,0,13,0.79,1,15,0.158,Extortion,0
S07804,2,2,0,3,8,0.76,1,5,0.241,Forgery,1
S07805,1,1,0,3,5,0.83,1,33,0.292,Bullying,1
S07806,2,0,2,0,4,0.43,0,123,0.653,Public display of affection,0
S07807,7,5,2,3,14,0.88,1,12,0.241,Membership in fraternities,1
S07808,3,1,2,0,8,0.38,0,48,0.476,Use of foul language,0
S07809,6,5,1,3,12,0.62,1,17,0.006,Forgery,1
S07810,8,5,3,3,16,0.93,1,2,0.202,Smoking/Vaping,1
S07811,4,2,2,1,8,0.88,1,16,0.214,Gross disrespect to authority,0
S07812,3,2,1,1,6,0.4,0,58,0.596,Public display of affection,0
S07813,1,1,0,0,4,0.22,0,147,0.748,Wearing inappropriate/incomplete uniform,0
S07814,4,3,1,0,7,0.69,1,37,0.005,Cheating in examinations,1
S07815,3,2,1,1,5,0.85,1,16,0.051,Bullying,1
S07816,4,1,3,0,5,0.17,0,169,0.768,Wearing inappropriate/incomplete uniform,0
S07817,5,2,3,0,9,0.71,1,13,0.305,Engaging in gambling,1
S07818,5,2,3,2,10,0.85,1,2,0.342,Engaging in immoral conduct,1
S07819,6,2,4,1,9,0.48,0,81,0.776,Use of foul language,0
S07820,6,5,1,2,13,0.64,1,12,0.086,Cheating in examinations,1
S07821,3,1,2,1,5,0.64,1,2,0.151,Stealing property,1
S07822,3,2,1,1,9,0.27,0,25,0.579,Use of foul language,0
S07823,8,6,2,3,13,0.67,1,31,0.012,Cheating in examinations,1
S07824,3,2,1,2,7,0.83,1,11,0.032,Bullying,0
S07825,5,2,3,1,10,0.16,0,52,0.588,Unexcused tardiness/absence from class,0
S07826,2,1,1,3,9,0.91,1,0,0.001,Bullying,1
S07827,6,4,2,1,10,0.77,1,29,0.273,Stealing property,1
S07828,2,0,2,2,5,0.35,0,38,0.505,Use of foul language,0
S07829,3,3,0,0,7,0.86,1,22,0.297,Engaging in immoral conduct,1
S07830,3,2,1,0,5,0.73,1,1,0.069,Engaging in immoral conduct,1
S07831,1,0,1,0,6,0.37,0,85,0.477,Use of foul language,0
S07832,2,2,0,2,7,0.18,0,157,0.416,Unexcused tardiness/absence from class,1
S07833,4,1,3,1,7,0.39,0,86,0.487,Wearing inappropriate/incomplete uniform,0
S07834,6,3,3,2,12,0.92,1,2,0.301,Engaging in gambling,1
S07835,4,2,2,3,11,0.61,1,28,0.053,Extortion,0
S07836,8,5,3,3,12,0.65,1,21,0.309,Stealing property,0
S07837,6,3,3,2,13,0.92,1,4,0.244,Smoking/Vaping,1
S07838,8,6,2,3,16,0.74,1,25,0.345,Bullying,0
S07839,2,2,0,2,5,0.73,1,1,0.25,Engaging in immoral conduct,1
S07840,3,2,1,1,6,0.4,0,59,0.764,Use of foul language,0
S07841,6,3,3,0,8,0.98,1,8,0.068,Vandalism,1
S07842,4,1,3,1,8,0.17,0,22,0.407,Unexcused tardiness/absence from class,1
S07843,3,1,2,1,7,0.81,1,24,0.349,Forgery,1
S07844,4,3,1,0,5,0.69,1,12,0.147,Smoking/Vaping,1
S07845,2,2,0,1,5,0.78,1,30,0.006,Vandalism,0
S07846,2,2,0,1,6,0.18,0,52,0.506,Use of foul language,0
S07847,3,1,2,2,9,0.25,0,66,0.601,Wearing inappropriate/incomplete uniform,0
S07848,7,4,3,1,12,0.89,1,39,0.341,Membership in fraternities,1
S07849,2,2,0,0,7,0.24,0,64,0.427,Use of foul language,0
S07850,6,4,2,2,9,0.63,1,16,0.15,Gross disrespect to authority,1
S07851,1,0,1,0,2,0.15,0,81,0.565,Unexcused tardiness/absence from class,0
S07852,0,0,0,1,4,0.26,0,138,0.753,Unexcused tardiness/absence from class,1
S07853,8,5,3,3,14,0.84,1,33,0.256,Engaging in gambling,0
S07854,3,1,2,1,5,0.69,1,12,0.326,Cheating in examinations,1
S07855,6,3,3,1,12,0.74,1,1,0.166,Extortion,1
S07856,2,2,0,0,5,0.76,1,21,0.256,Engaging in immoral conduct,1
S07857,2,1,1,3,9,0.78,1,6,0.139,Vandalism,0
S07858,6,2,4,1,11,0.43,0,49,0.597,Littering the campus,0
S07859,6,6,0,0,7,0.83,1,32,0.174,Extortion,1
S07860,5,4,1,3,12,0.95,1,30,0.101,Cheating in examinations,0
S07861,6,5,1,2,12,0.79,1,10,0.034,Gross disrespect to authority,1
S07862,6,3,3,1,9,0.99,1,7,0.118,Membership in fraternities,1
S07863,4,0,4,0,9,0.22,0,96,0.723,Wearing inappropriate/incomplete uniform,1
S07864,6,4,2,1,8,0.91,1,29,0.222,Extortion,1
S07865,9,6,3,0,14,0.67,1,17,0.347,Membership in fraternities,1
S07866,3,2,1,1,6,0.77,1,7,0.005,Forgery,0
S07867,7,6,1,2,10,0.67,1,39,0.275,Vandalism,1
S07868,3,2,1,3,8,0.77,1,39,0.281,Vandalism,0
S07869,4,3,1,3,8,0.79,1,27,0.151,Forgery,1
S07870,5,5,0,3,11,0.84,1,12,0.096,Forgery,0
S07871,4,0,4,2,11,0.26,0,106,0.588,Public display of affection,0
S07872,5,5,0,2,9,0.94,1,18,0.17,Stealing property,1
S07873,4,2,2,0,7,0.94,1,10,0.161,Membership in fraternities,1
S07874,3,3,0,0,5,0.75,1,10,0.216,Smoking/Vaping,0
S07875,0,0,0,0,5,0.45,0,119,0.682,Wearing inappropriate/incomplete uniform,0
S07876,8,6,2,2,14,0.84,1,32,0.32,Engaging in gambling,0
S07877,7,4,3,1,10,0.66,1,15,0.189,Forgery,0
S07878,9,6,3,2,15,0.84,1,34,0.295,Membership in fraternities,1
S07879,8,6,2,2,12,1.0,1,36,0.183,Extortion,1
S07880,8,6,2,0,10,0.89,1,2,0.257,Bullying,1
S07881,4,2,2,0,7,0.93,1,18,0.261,Forgery,1
S07882,8,6,2,3,14,0.83,1,39,0.258,Stealing property,1
S07883,6,4,2,1,12,0.67,1,17,0.057,Vandalism,1
S07884,4,2,2,1,8,0.65,1,24,0.317,Engaging in immoral conduct,1
S07885,3,3,0,3,9,0.79,1,12,0.184,Vandalism,0
S07886,1,0,1,2,4,0.13,0,193,0.608,Public display of affection,0
S07887,4,1,3,1,8,0.7,1,38,0.003,Gross disrespect to authority,1
S07888,5,5,0,3,12,0.87,1,0,0.245,Bullying,1
S07889,2,1,1,2,5,0.37,0,133,0.516,Public display of affection,0
S07890,5,2,3,2,10,0.93,1,38,0.318,Extortion,1
S07891,9,6,3,3,15,0.7,1,0,0.133,Bullying,1
S07892,5,4,1,0,10,0.87,1,38,0.33,Engaging in immoral conduct,0
S07893,7,4,3,3,12,0.6,1,34,0.074,Vandalism,1
S07894,6,6,0,3,12,0.97,1,3,0.172,Engaging in immoral conduct,1
S07895,5,2,3,1,8,0.34,0,101,0.712,Wearing inappropriate/incomplete uniform,0
S07896,7,6,1,0,10,0.76,1,14,0.166,Bullying,0
S07897,1,1,0,1,5,0.79,1,27,0.267,Extortion,1
S07898,2,1,1,1,6,0.89,1,8,0.001,Membership in fraternities,1
S07899,8,5,3,1,13,0.69,1,8,0.273,Membership in fraternities,1
S07900,3,1,2,0,7,0.29,0,170,0.456,Unexcused tardiness/absence from class,0
S07901,8,5,3,2,14,0.88,1,35,0.061,Smoking/Vaping,0
S07902,2,1,1,0,5,0.79,1,25,0.257,Cheating in examinations,1
S07903,8,6,2,1,10,1.0,1,7,0.288,Forgery,0
S07904,7,6,1,0,9,0.81,1,24,0.284,Membership in fraternities,1
S07905,3,2,1,0,5,0.86,1,12,0.152,Extortion,1
S07906,4,2,2,1,7,0.33,0,61,0.413,Wearing inappropriate/incomplete uniform,0
S07907,5,5,0,2,11,0.9,1,11,0.226,Gross disrespect to authority,1
S07908,6,6,0,3,11,0.85,1,5,0.262,Vandalism,0
S07909,4,3,1,2,11,0.98,1,21,0.274,Engaging in gambling,0
S07910,4,1,3,2,10,0.49,0,143,0.455,Wearing inappropriate/incomplete uniform,0
S07911,4,4,0,3,10,0.97,1,33,0.315,Extortion,1
S07912,5,4,1,3,9,0.94,1,25,0.025,Gross disrespect to authority,1
S07913,3,0,3,2,8,0.45,0,88,0.733,Use of foul language,0
S07914,5,5,0,3,13,0.71,1,30,0.009,Vandalism,1
S07915,4,4,0,1,9,0.87,1,34,0.012,Vandalism,1
S07916,5,2,3,2,8,0.99,1,16,0.262,Smoking/Vaping,1
S07917,6,2,4,0,10,0.18,0,49,0.538,Use of foul language,0
S07918,6,6,0,1,9,0.93,1,26,0.02,Vandalism,0
S07919,6,3,3,3,10,0.81,1,36,0.27,Smoking/Vaping,0
S07920,7,4,3,0,8,0.81,1,35,0.051,Membership in fraternities,1
S07921,4,2,2,0,5,0.38,0,75,0.738,Use of foul language,0
S07922,2,2,0,0,6,0.78,1,14,0.234,Engaging in immoral conduct,1
S07923,5,2,3,0,10,0.11,0,97,0.709,Public display of affection,0
S07924,2,2,0,1,7,0.83,1,30,0.151,Smoking/Vaping,1
S07925,6,5,1,3,13,0.71,1,20,0.279,Forgery,1
S07926,6,4,2,2,10,0.69,1,2,0.267,Smoking/Vaping,0
S07927,8,5,3,0,12,0.75,1,29,0.16,Gross disrespect to authority,1
S07928,5,4,1,2,12,0.73,1,11,0.307,Engaging in immoral conduct,1
S07929,3,3,0,1,8,0.97,1,27,0.275,Forgery,1
S07930,5,4,1,0,8,0.69,1,16,0.285,Stealing property,1
S07931,9,6,3,3,16,0.83,1,14,0.235,Smoking/Vaping,1
S07932,9,6,3,3,17,0.75,1,23,0.101,Engaging in immoral conduct,0
S07933,5,4,1,2,10,0.64,1,15,0.22,Bullying,0
S07934,5,3,2,1,8,0.97,1,2,0.281,Bullying,0
S07935,3,2,1,2,10,0.98,1,10,0.336,Stealing property,1
S07936,2,1,1,0,4,0.15,0,175,0.683,Littering the campus,0
S07937,6,2,4,2,13,0.4,0,195,0.407,Unexcused tardiness/absence from class,0
S07938,6,5,1,3,13,0.86,1,0,0.289,Membership in fraternities,1
S07939,1,1,0,1,5,0.3,0,186,0.51,Wearing inappropriate/incomplete uniform,1
S07940,7,4,3,0,10,0.63,1,15,0.171,Vandalism,1
S07941,3,2,1,2,7,0.74,1,25,0.05,Engaging in immoral conduct,1
S07942,4,4,0,1,10,0.76,1,37,0.197,Forgery,0
S07943,5,2,3,1,7,0.37,0,75,0.498,Littering the campus,0
S07944,7,5,2,2,13,0.84,1,27,0.148,Forgery,1
S07945,1,1,0,0,5,0.78,1,10,0.095,Cheating in examinations,1
S07946,3,1,2,0,5,0.94,1,16,0.302,Cheating in examinations,1
S07947,6,3,3,0,11,0.66,1,34,0.236,Membership in fraternities,1
S07948,8,6,2,0,13,0.71,1,27,0.25,Bullying,1
S07949,9,6,3,3,16,0.91,1,8,0.086,Cheating in examinations,1
S07950,4,1,3,2,11,0.94,1,21,0.229,Cheating in examinations,1
S07951,2,2,0,0,7,0.67,1,36,0.231,Smoking/Vaping,1
S07952,6,6,0,0,7,0.67,1,27,0.326,Forgery,1
S07953,6,6,0,0,7,0.65,1,12,0.191,Forgery,1
S07954,1,0,1,2,5,0.2,0,187,0.467,Public display of affection,0
S07955,0,0,0,0,3,0.43,0,117,0.682,Public display of affection,0
S07956,2,1,1,2,5,0.28,0,124,0.456,Public display of affection,0
S07957,2,2,0,1,8,0.26,0,178,0.47,Littering the campus,0
S07958,3,1,2,1,7,0.6,1,39,0.283,Membership in fraternities,1
S07959,3,1,2,1,6,0.89,1,25,0.087,Vandalism,1
S07960,4,2,2,2,10,0.93,1,14,0.225,Engaging in immoral conduct,0
S07961,4,3,1,3,10,0.61,1,3,0.037,Engaging in gambling,1
S07962,4,3,1,3,10,0.77,1,17,0.15,Forgery,1
S07963,4,4,0,1,8,0.7,1,24,0.021,Forgery,1
S07964,7,6,1,2,14,0.69,1,23,0.32,Engaging in immoral conduct,1
S07965,8,6,2,0,12,0.6,1,3,0.023,Membership in fraternities,1
S07966,9,6,3,1,14,0.73,1,13,0.249,Cheating in examinations,1
S07967,5,2,3,0,6,0.37,0,110,0.528,Littering the campus,0
S07968,3,0,3,0,7,0.5,0,113,0.452,Public display of affection,0
S07969,2,1,1,2,5,0.8,1,23,0.308,Membership in fraternities,1
S07970,5,1,4,2,11,0.16,0,172,0.415,Littering the campus,0
S07971,4,2,2,3,12,0.66,1,31,0.331,Gross disrespect to authority,0
S07972,7,4,3,2,12,0.68,1,0,0.185,Cheating in examinations,1
S07973,6,2,4,0,10,0.17,0,139,0.699,Unexcused tardiness/absence from class,1
S07974,6,5,1,2,12,0.62,1,29,0.111,Vandalism,0
S07975,6,5,1,2,11,0.83,1,8,0.332,Stealing property,1
S07976,4,1,3,1,8,0.12,0,155,0.403,Littering the campus,0
S07977,4,1,3,2,8,0.43,0,28,0.475,Unexcused tardiness/absence from class,0
S07978,3,2,1,2,7,0.77,1,7,0.305,Engaging in gambling,1
S07979,7,5,2,3,13,0.87,1,8,0.001,Bullying,1
S07980,3,1,2,3,9,0.8,1,6,0.122,Bullying,1
S07981,2,0,2,0,3,0.35,0,79,0.768,Littering the campus,0
S07982,1,1,0,0,6,0.89,1,37,0.261,Engaging in immoral conduct,1
S07983,2,1,1,0,5,0.89,1,30,0.07,Gross disrespect to authority,1
S07984,3,1,2,2,9,0.48,0,68,0.463,Public display of affection,1
S07985,5,1,4,2,10,0.25,0,197,0.767,Use of foul language,1
S07986,6,3,3,0,10,0.93,1,26,0.348,Membership in fraternities,1
S07987,5,3,2,3,10,0.83,1,16,0.221,Vandalism,1
S07988,3,1,2,2,7,0.86,1,12,0.31,Extortion,1
S07989,2,1,1,2,5,0.79,1,18,0.072,Gross disrespect to authority,0
