student_id,most_repeated_violation,frequency,repeated_major_count,repeated_minor_count,ongoing_incident_count,total_incidents,is_major,avg_severity,will_reoffend_same_violation,no_violation_count,behavior_ratio
S02162,Bringing dishonor to the name of school,5,2,1,1,9,1,0.567,1,29,2.9
S02163,"Wearing of scarves, patches, caps",5,0,3,1,9,0,0.45,0,37,3.7
S02164,Wearing and using of electronic headset and/or audio/electronic gadgets and tools during class without teacher's permission,5,0,2,1,8,0,0.383,1,49,5.444
S02165,"Vandalism, destruction of school properties",1,2,1,0,4,1,0.35,1,85,17.0
S02166,Pushing of prohibited drugs,1,3,0,1,5,1,0.467,1,49,8.167
S02167,Viewing pornographic sites on the Internet/websites in the Computer Laboratory,3,2,0,1,6,1,0.433,1,41,5.857
S02168,Engaging in premarital sex,6,1,0,1,8,1,0.433,1,18,2.0
S02169,"Wearing of scarves, patches, caps",5,0,0,1,6,0,0.25,0,45,6.429
S02170,Recruitment and/or membership in sororities and fraternities,4,2,0,0,6,1,0.383,1,52,7.429
S02171,Circulating destructive language and statement that is against the school through any platform,5,3,1,1,10,1,0.667,1,28,2.545
S02172,"Wearing of heavy make-up or cosmetics (dark mascara, eyeliner, lipsticks, eye shadows, facial make-up)",6,0,2,0,8,0,0.333,1,35,3.889
S02173,Colored dyed color/hair/beard,2,0,3,0,5,0,0.267,0,63,10.5
S02174,"Wearing of school uniform/program uniform improperly (e.g. club shirt, outing, internet places)",1,0,0,1,2,0,0.117,0,85,28.333
S02175,"Introducing false information, accessing someone else’s account and sending offensive email, etc.",1,3,1,1,6,1,0.533,1,46,6.571
S02176,Bullying (Cyber or otherwise) Faculty members/personnel,4,0,0,1,5,1,0.267,0,77,12.833
S02177,Verbal or physical altercation between students or group of students,4,0,0,1,5,1,0.267,0,40,6.667
S02178,"Introduction of improper, foul or indecent language or gesture",4,0,0,0,4,1,0.183,1,65,13.0
S02179,"Forging signatures of school authorities, parents, guardians or students",6,2,1,0,9,1,0.517,1,45,4.5
S02180,Wearing of improper and other colored PE uniforms,4,0,3,1,8,0,0.417,0,42,4.667
S02181,Bringing outsiders to school during school function/activity,4,3,0,0,7,1,0.483,1,38,4.75
S02182,Engaging in trouble outside the campus endangering the name of school,6,1,1,0,8,1,0.417,1,29,3.222
S02183,Wearing of accessories not part of the daily uniform (e.g. multiple pairs of earrings for females),3,0,0,1,4,0,0.183,0,64,12.8
S02184,"Wearing of heavy make-up or cosmetics (dark mascara, eyeliner, lipsticks, eye shadows, facial make-up)",4,0,3,0,7,0,0.333,1,62,7.75
S02185,"Forging signatures of school authorities, parents, guardians or students",1,2,1,0,4,1,0.35,1,47,9.4
S02186,Lack of respect to faculty/authority,5,0,1,0,6,1,0.283,1,65,9.286
S02187,Inciting others to violate school regulations or not to attend classes,6,1,1,0,8,1,0.417,1,18,2.0
S02188,Viewing pornographic sites on the Internet/websites in the Computer Laboratory,6,3,1,1,11,1,0.7,1,7,0.583
S02189,Posting below or circulating destructive language or signs in the internet or through multimedia,4,2,1,0,7,1,0.45,1,38,4.75
S02190,Bringing outsiders to school during school function/activity,6,3,1,0,10,1,0.617,1,22,2.0
S02191,"Introducing false information, accessing someone else’s account and sending offensive email, etc.",5,2,0,1,8,1,0.5,1,16,1.778
S02192,Using another person's identity,2,3,0,0,5,1,0.417,1,62,10.333
S02193,"Insubordination to authorities, supervisors, and personnel, faculty members verbally, in writing, physically and slander/oral defamation",1,0,1,1,3,1,0.233,1,99,24.75
S02194,"Direct assault on the person or any member of the administration, faculty, staff, and/or any person vested with authority",2,0,0,1,3,1,0.2,1,61,15.25
S02195,"Wearing of ripped/distressed jeans, crop top, sleeveless, backless, off-shoulder, see-through blouses, spaghetti strap, tube top, body cone, mini skirt, open toe shoes",5,0,1,0,6,0,0.233,0,51,7.286
S02196,"Direct assault on the person or any member of the administration, faculty, staff, and/or any person vested with authority",3,3,1,1,8,1,0.6,0,30,3.333
S02197,Engaging in any form of gambling,3,3,1,0,7,1,0.517,1,48,6.0
S02198,Bringing outsiders to school for improper purpose,6,3,0,1,10,1,0.633,1,15,1.364
S02199,Wilful failure to comply with promises or notices issued for purposes of investigation in connection with conducted trial of offense,6,0,1,0,7,1,0.317,1,34,4.25
S02200,"Purchase, sale or distribution of alcoholic beverages or cigarettes",5,2,1,0,8,1,0.483,1,38,4.222
S02201,"Not attending school function/activities (Mass/Novena, Program/Forum, Seminar/Symposium, GE/SG, ALC)",1,0,1,0,2,0,0.1,0,100,33.333
S02202,Cybersecurity breach (plagiarism),5,0,1,1,7,1,0.367,0,41,5.125
S02203,Inciting others to violate school regulations or not to attend classes,1,1,1,0,3,1,0.25,1,85,21.25
S02204,Recruitment and/or membership in sororities and fraternities,1,1,0,1,3,1,0.267,1,63,15.75
S02205,Unbecoming attitude of an image as Pitikarts such as gossiping in multi-media to endanger others,6,1,1,0,8,1,0.417,1,23,2.556
S02206,"Insubordination to authorities, supervisors, and personnel, faculty members verbally, in writing, physically and slander/oral defamation",6,2,0,1,9,1,0.533,0,27,2.7
S02207,Lack of respect to faculty/authority,5,2,1,1,9,1,0.567,0,41,4.1
S02208,"Wearing of scarves, patches, caps",6,0,3,0,9,0,0.4,0,34,3.4
S02209,"Wearing of plunging necklines, backless, spaghetti straps, indecent attire",1,0,0,0,1,1,0.083,0,87,43.5
S02210,Engaging in trouble outside the campus endangering the name of school,3,1,0,1,5,1,0.333,1,57,9.5
S02211,Leaving the classroom without permission during class hour and school activity,6,1,1,0,8,1,0.417,1,20,2.222
S02212,Membership in sororities and fraternities,1,2,1,0,4,1,0.35,0,76,15.2
S02213,"Introducing false information, accessing someone else’s account and sending offensive email, etc.",3,0,1,0,4,1,0.217,0,76,15.2
S02214,Placing of stickers and other objects on school ID,6,0,0,0,6,0,0.2,0,41,5.857
S02215,Consistent violation of school rules and regulations,3,1,0,1,5,1,0.333,0,53,8.833
S02216,Indecency in media,6,0,2,0,8,0,0.333,0,38,4.222
S02217,Lack of respect to faculty/authority,6,2,0,1,9,1,0.533,1,18,1.8
S02218,Posting below or circulating destructive language or signs in the internet or through multimedia,4,3,1,0,8,1,0.55,0,34,3.778
S02219,Pushing of prohibited drugs,1,0,0,0,1,1,0.083,1,100,50.0
S02220,Posing of bikini pictures or other videos/body exposure pictures or indecent body pictures,4,0,3,1,8,0,0.417,0,39,4.333
S02221,Forgery,6,3,0,0,9,1,0.55,1,18,1.8
S02222,Conviction for a criminal offense by the administrator's judgment,3,3,0,0,6,1,0.45,1,42,6.0
S02223,"Engaging outside marriage, obscene and immoral conduct in and off campus",1,1,0,0,2,1,0.183,1,90,30.0
S02224,Wilful and malicious damage of the property of any member of school community,1,3,0,0,4,1,0.383,0,65,13.0
S02225,Lending/borrowing school ID as pass/for gate access,1,3,0,0,4,1,0.383,1,60,12.0
S02226,"Display, possession or distribution of pornographic materials, downloading and uploading of pornographic pictures",3,3,0,0,6,1,0.45,0,62,8.857
S02227,"Introduction of improper, foul or indecent language or gesture",5,0,1,1,7,1,0.367,0,57,7.125
S02228,"Vandalism, destruction of school properties",4,3,0,0,7,1,0.483,1,33,4.125
S02229,Wilful failure to comply with promises or notices issued for purposes of investigation in connection with conducted trial of offense,4,1,0,1,6,1,0.367,0,30,4.286
S02230,"Wearing of plunging necklines, backless, spaghetti straps, indecent attire",3,3,1,1,8,1,0.6,1,47,5.222
S02231,Wilful failure to comply with promises or notices issued for purposes of investigation in connection with conducted trial of offense,1,2,1,0,4,1,0.35,1,63,12.6
S02232,Lack of respect to faculty/authority,5,1,1,1,8,1,0.467,1,42,4.667
S02233,Pushing of prohibited drugs,3,1,0,1,5,1,0.333,0,38,6.333
S02234,"Grave threat on any student, personnel or administrator",1,2,1,0,4,1,0.35,0,78,15.6
S02235,Organizing of groups for purpose of destroying school properties,3,1,0,0,4,1,0.25,1,52,10.4
S02236,Shoplifting,1,3,0,0,4,1,0.383,0,74,14.8
S02237,"Grave threat on any student, personnel or administrator",4,3,0,0,7,1,0.483,1,40,5.0
S02238,"Wearing of scarves, patches, caps",1,0,3,1,5,0,0.317,1,59,9.833
S02239,Viewing pornographic sites on the Internet/websites in the Computer Laboratory,6,3,1,1,11,1,0.7,1,5,0.417
S02240,"Wearing of ripped/distressed jeans, crop top, sleeveless, backless, off-shoulder, see-through blouses, spaghetti strap, tube top, body cone, mini skirt, open toe shoes",5,0,1,0,6,0,0.233,1,56,8.0
S02241,Conviction for a criminal offense by the administrator's judgment,1,0,1,1,3,1,0.233,0,80,20.0
S02242,"Unauthorized enrichment or stealing whether attempted, frustrated, or consummated",4,2,1,1,8,1,0.533,1,41,4.556
S02243,Wearing of improper and other colored PE uniforms,5,0,1,0,6,0,0.233,0,69,9.857
S02244,"Wearing of school uniform/program uniform improperly (e.g. club shirt, outing, internet places)",4,0,3,1,8,0,0.417,1,26,2.889
S02245,"Wearing of school uniform/program uniform improperly (e.g. club shirt, outing, internet places)",4,0,2,0,6,0,0.267,1,70,10.0
S02246,"Falsification of official documents, test papers, clearances and confidential",1,0,1,0,2,1,0.15,0,87,29.0
S02247,"Engaging outside marriage, obscene and immoral conduct in and off campus",5,1,0,1,7,1,0.4,0,31,3.875
S02248,"Unauthorized enrichment or stealing whether attempted, frustrated, or consummated",1,0,0,1,2,1,0.167,1,70,23.333
S02249,"Display, possession or distribution of pornographic materials, downloading and uploading of pornographic pictures",5,0,0,1,6,1,0.3,0,46,6.571
S02250,"Unauthorized enrichment or stealing whether attempted, frustrated, or consummated",5,1,0,0,6,1,0.317,0,56,8.0
S02251,Jumping over the fence,1,1,0,1,3,1,0.267,0,74,18.5
S02252,Placing of stickers and other objects on school ID,3,0,3,1,7,0,0.383,0,66,8.25
S02253,"Littering the campus (candy wrappers, bottles, plastic materials)",1,0,0,1,2,0,0.117,0,69,23.0
S02254,Pushing of prohibited drugs,1,0,0,0,1,1,0.083,0,90,45.0
S02255,"Forging signatures of school authorities, parents, guardians or students",1,2,1,0,4,1,0.35,1,57,11.4
S02256,"Display, possession or distribution of pornographic materials, downloading and uploading of pornographic pictures",3,1,1,0,5,1,0.317,0,63,10.5
S02257,Shoplifting,2,1,0,0,3,1,0.217,0,82,20.5
S02258,Colored dyed color/hair/beard,6,0,3,0,9,0,0.4,0,26,2.6
S02259,"Wearing of scarves, patches, caps",3,0,2,0,5,0,0.233,1,36,6.0
S02260,"Altering information (e.g., changing the password of someone else's account and accessed data/files beyond authorization)",5,0,0,1,6,1,0.3,0,49,7.0
S02261,Circulating destructive language and statement that is against the school through any platform,6,2,1,0,9,1,0.517,0,29,2.9
S02262,Leaving the classroom without permission during class hour and school activity,5,2,0,1,8,1,0.5,1,36,4.0
S02263,Extortion or blackmailing or attempt,5,2,1,1,9,1,0.567,0,39,3.9
S02264,Wearing of accessories not part of the daily uniform (e.g. multiple pairs of earrings for females),6,0,2,1,9,0,0.417,1,18,1.8
S02265,"Wearing of scarves, patches, caps",3,0,3,0,6,0,0.3,0,64,9.143
S02266,"Falsification of official documents, test papers, clearances and confidential",1,1,0,0,2,1,0.183,0,94,31.333
S02267,Verbal or physical altercation between students or group of students,2,3,1,1,7,1,0.567,1,28,3.5
S02268,Shoplifting,4,3,1,1,9,1,0.633,1,31,3.1
S02269,"Smoking, vaping or possession of cigarettes, drinking hard drinks or liquor in and outside the school campus",6,1,0,0,7,1,0.35,1,32,4.0
S02270,Pushing of prohibited drugs,4,2,0,0,6,1,0.383,0,47,6.714
S02271,"Insubordination to authorities, supervisors, and personnel, faculty members verbally, in writing, physically and slander/oral defamation",5,2,1,1,9,1,0.567,0,30,3.0
S02272,"Introduction of improper, foul or indecent language or gesture",4,2,0,0,6,1,0.383,1,43,6.143
S02273,Membership in sororities and fraternities,4,1,0,1,6,1,0.367,1,42,6.0
S02274,Recruitment and/or membership in sororities and fraternities,5,2,0,1,8,1,0.5,1,32,3.556
S02275,Jumping over the fence,6,1,0,0,7,1,0.35,1,27,3.375
S02276,Shoplifting,1,1,1,1,4,1,0.333,1,60,12.0
S02277,"Falsification of official documents, test papers, clearances and confidential",4,3,0,0,7,1,0.483,0,46,5.75
S02278,"Vandalism, destruction of school properties",5,2,0,0,7,1,0.417,1,27,3.375
S02279,"Wearing of heavy make-up or cosmetics (dark mascara, eyeliner, lipsticks, eye shadows, facial make-up)",1,0,3,1,5,0,0.317,0,75,12.5
S02280,"Introduction of improper, foul or indecent language or gesture",3,1,1,1,6,1,0.4,1,57,8.143
S02281,"Insubordination to authorities, supervisors, and personnel, faculty members verbally, in writing, physically and slander/oral defamation",4,0,0,0,4,1,0.183,1,46,9.2
S02282,Membership in sororities and fraternities,5,3,0,1,9,1,0.6,1,17,1.7
S02283,Inciting others to violate school regulations or not to attend classes,2,0,1,1,4,1,0.267,0,81,16.2
S02284,Cybersecurity breach (plagiarism),3,1,1,0,5,1,0.317,1,50,8.333
S02285,"Purchase, sale or distribution of alcoholic beverages or cigarettes",6,0,0,1,7,1,0.333,1,34,4.25
S02286,"Altering information (e.g., changing the password of someone else's account and accessed data/files beyond authorization)",5,1,0,1,7,1,0.4,1,44,5.5
S02287,"Grave threat on any student, personnel or administrator",3,1,1,1,6,1,0.4,0,60,8.571
S02288,"Wearing inappropriate/incomplete uniform (No validated ID, flat shoes, colored pants, colored t-shirt, no/old socks)",4,0,2,0,6,0,0.267,0,51,7.286
S02289,Wearing of accessories not part of the daily uniform (e.g. multiple pairs of earrings for females),1,0,1,1,3,0,0.183,1,73,18.25
S02290,"Shouting, yelling boisterously, jeering, dropping insults and other noises during class sessions, corridors, guidance and public places",3,0,1,0,4,0,0.167,0,82,16.4
S02291,Bringing outsiders to school during school function/activity,6,3,0,0,9,1,0.55,1,39,3.9
S02292,Gaining access to the school computer or computer network,2,1,1,0,4,1,0.283,0,78,15.6
S02293,"Littering the campus (candy wrappers, bottles, plastic materials)",6,0,3,0,9,0,0.4,0,31,3.1
S02294,"Damage, destruction of network, computer or information (e.g., deleting someone else's file)",6,1,0,0,7,1,0.35,0,29,3.625
S02295,Wearing of improper and other colored PE uniforms,3,0,1,1,5,0,0.25,0,52,8.667
S02296,Engaging in any form of gambling,1,3,1,1,6,1,0.533,0,60,8.571
S02297,"Gross acts of disobedience, disrespect in words and in deeds which tend to put the school or any member of the administration, faculty, staff and maintenance or students in ridicule or contempt",3,0,1,0,4,1,0.217,1,72,14.4
S02298,"Not following prescribed hair cut (trendy/punk haircut, long hair and bearded, mohawk, top knot, skinhead)",3,0,2,0,5,0,0.233,0,77,12.833
S02299,"Introduction of improper, foul or indecent language or gesture",2,0,1,1,4,1,0.267,1,76,15.2
S02300,Membership in sororities and fraternities,5,3,1,1,10,1,0.667,1,3,0.273
S02301,"Damage, destruction of network, computer or information (e.g., deleting someone else's file)",1,1,0,0,2,1,0.183,0,93,31.0
S02302,"Altering information (e.g., changing the password of someone else's account and accessed data/files beyond authorization)",3,0,0,0,3,1,0.15,1,63,15.75
S02303,Forgery,2,3,0,0,5,1,0.417,0,54,9.0
S02304,"Wearing of scarves, patches, caps",2,0,1,0,3,0,0.133,1,79,19.75
S02305,Engaging in any form of gambling,6,1,0,0,7,1,0.35,1,57,7.125
S02306,"Wearing inappropriate/incomplete uniform (No validated ID, flat shoes, colored pants, colored t-shirt, no/old socks)",1,0,1,1,3,0,0.183,0,100,25.0
S02307,"Forging signatures of school authorities, parents, guardians or students",3,2,0,1,6,1,0.433,1,56,8.0
S02308,Preventing normal operation (e.g. changing the configuration or BIOS setup of computers),6,2,0,0,8,1,0.45,0,28,3.111
S02309,Consistent violation of school rules and regulations,3,3,1,1,8,1,0.6,1,42,4.667
S02310,Consistent violation of school rules and regulations,5,1,0,0,6,1,0.317,1,55,7.857
S02311,"Wearing of plunging necklines, backless, spaghetti straps, indecent attire",3,0,1,1,5,1,0.3,0,57,9.5
S02312,"A student caught lending, borrowing, using another person’s ID/SSP",1,0,2,0,3,0,0.167,0,98,24.5
S02313,Viewing pornographic sites on the Internet/websites in the Computer Laboratory,1,0,0,1,2,1,0.167,1,86,28.667
S02314,"A student caught lending, borrowing, using another person’s ID/SSP",6,0,3,0,9,0,0.4,0,35,3.5
S02315,Unauthorized use of information,8,3,0,0,9,1,0.572,1,0,0.056
S02316,Posing of bikini pictures or other videos/body exposure pictures or indecent body pictures,3,0,1,0,5,0,0.195,0,0,0.111
S02317,Wilful failure to comply with promises or notices issued for purposes of investigation in connection with conducted trial of offense,0,1,2,0,2,1,0.407,0,3,1.333
S02318,Unexcused tardiness/absence from class,1,1,4,1,3,0,0.323,0,8,1.8
S02319,"Gross acts of disobedience, disrespect in words and in deeds which tend to put the school or any member of the administration, faculty, staff and maintenance or students in ridicule or contempt",7,1,0,1,9,1,0.257,1,1,0.118
S02320,Conviction for a criminal offense by the administrator's judgment,3,1,1,0,4,1,0.323,1,0,0.125
